
Gurobi 8.0.0 (win64, Python) logging started 07/19/18 11:00:14

Academic license - for non-commercial use only
Read LP format model from file H:\fscmodel-single-step-master\fscmodel-single-step\tmp295ai9g0.pyomo.lp
Reading time = 0.03 seconds
x1090: 272 rows, 1090 columns, 1066 nonzeros
Optimize a model with 272 rows, 1090 columns and 1066 nonzeros
Model has 628 quadratic objective terms
Model has 197 quadratic constraints
Model has 157 SOS constraints
Variable types: 269 continuous, 821 integer (821 binary)
Coefficient statistics:
  Matrix range     [6e-03, 2e+00]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+03, 4e+07]
  QObjective range [2e+01, 2e+01]
  Bounds range     [8e-01, 1e+06]
  RHS range        [1e+00, 1e+00]
Presolve removed 99 rows and 100 columns
Presolve time: 0.03s
Presolved: 2592 rows, 2423 columns, 6943 nonzeros
Variable types: 1618 continuous, 805 integer (805 binary)

Root relaxation: objective 4.579195e+09, 1935 iterations, 0.05 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 4.5792e+09    0  189          - 4.5792e+09      -     -    0s
     0     0 5.1357e+09    0  492          - 5.1357e+09      -     -    0s
     0     0 5.2997e+09    0  500          - 5.2997e+09      -     -    0s
     0     0 5.3504e+09    0  482          - 5.3504e+09      -     -    0s
     0     0 5.3942e+09    0  504          - 5.3942e+09      -     -    0s
     0     0 5.5575e+09    0  525          - 5.5575e+09      -     -    0s
     0     0 5.6582e+09    0  497          - 5.6582e+09      -     -    0s
     0     0 5.7130e+09    0  497          - 5.7130e+09      -     -    0s
     0     0 5.7371e+09    0  493          - 5.7371e+09      -     -    0s
     0     0 5.7770e+09    0  525          - 5.7770e+09      -     -    0s
     0     0 5.7913e+09    0  521          - 5.7913e+09      -     -    0s
     0     0 5.8079e+09    0  533          - 5.8079e+09      -     -    0s
     0     0 5.8115e+09    0  533          - 5.8115e+09      -     -    0s
     0     0 6.4629e+09    0  483          - 6.4629e+09      -     -    0s
     0     0 7.0396e+09    0  531          - 7.0396e+09      -     -    0s
     0     0 7.3708e+09    0  471          - 7.3708e+09      -     -    0s
     0     0 7.5182e+09    0  428          - 7.5182e+09      -     -    0s
     0     0 7.5199e+09    0  429          - 7.5199e+09      -     -    0s
     0     0 7.5438e+09    0  432          - 7.5438e+09      -     -    0s
     0     0 7.5510e+09    0  407          - 7.5510e+09      -     -    0s
     0     0 7.5510e+09    0  407          - 7.5510e+09      -     -    0s
     0     0 7.5534e+09    0  406          - 7.5534e+09      -     -    0s
H    0     0                    2.610311e+10 7.5534e+09  71.1%     -    0s
     0     0 7.5534e+09    0  406 2.6103e+10 7.5534e+09  71.1%     -    0s
H    0     0                    1.396410e+10 7.5534e+09  45.9%     -    0s
     0     2 7.5534e+09    0  406 1.3964e+10 7.5534e+09  45.9%     -    0s
  2176  2143 1.1957e+10  231  455 1.3964e+10 8.6077e+09  38.4%   4.0    5s
  2281  2213 1.3325e+10  328  165 1.3964e+10 1.3325e+10  4.58%   3.8   10s
H 2307  2116                    1.361672e+10 1.3409e+10  1.52%   3.7   11s
  2401  2185 1.3503e+10   31   74 1.3617e+10 1.3498e+10  0.87%  11.8   15s
H 3321  2673                    1.361107e+10 1.3502e+10  0.80%   9.9   17s
H 3437  2578                    1.358092e+10 1.3502e+10  0.58%   9.7   17s
H 3486  2458                    1.357957e+10 1.3502e+10  0.57%   9.6   17s
H 3486  2344                    1.357889e+10 1.3502e+10  0.57%   9.6   17s
H 3668  2205                    1.357471e+10 1.3502e+10  0.54%   9.4   17s
H 4100  2178                    1.357314e+10 1.3506e+10  0.49%   8.9   18s
H 5067  2418                    1.357279e+10 1.3509e+10  0.47%   8.1   19s
H 5542  2472                    1.357246e+10 1.3510e+10  0.46%   7.8   19s
H 5552  2074                    1.357028e+10 1.3510e+10  0.44%   7.8   19s
H 5679  1944                    1.356915e+10 1.3512e+10  0.42%   7.7   19s
  5935  2028 1.3553e+10   56  104 1.3569e+10 1.3512e+10  0.42%   7.6   20s
H 6197  1957                    1.356793e+10 1.3512e+10  0.41%   7.4   20s
 12306  6531 1.3567e+10   91   81 1.3568e+10 1.3524e+10  0.33%   5.8   25s
 19256 11598 1.3534e+10   39   98 1.3568e+10 1.3527e+10  0.30%   5.3   30s
 20789 12608 1.3561e+10   38   65 1.3568e+10 1.3528e+10  0.29%   5.2   38s
 22566 13784 1.3542e+10   44  104 1.3568e+10 1.3529e+10  0.29%   5.3   40s
 28861 18001 1.3559e+10   57   94 1.3568e+10 1.3531e+10  0.27%   5.3   45s
 35542 22451     cutoff   77      1.3568e+10 1.3532e+10  0.26%   5.5   50s
 40921 25840 1.3556e+10   53   91 1.3568e+10 1.3534e+10  0.25%   5.6   55s
 47195 29897 1.3567e+10   70   73 1.3568e+10 1.3536e+10  0.24%   5.7   60s
 53147 33712 1.3540e+10   46  101 1.3568e+10 1.3537e+10  0.23%   5.7   65s
 59140 37430 1.3568e+10  132   37 1.3568e+10 1.3538e+10  0.22%   5.7   70s
 66746 42343 1.3562e+10   70   72 1.3568e+10 1.3539e+10  0.21%   5.7   75s
 73338 46241 1.3567e+10   76   62 1.3568e+10 1.3540e+10  0.21%   5.8   80s
 79261 49631 1.3545e+10   42   93 1.3568e+10 1.3540e+10  0.20%   5.8   85s
 85674 53244 1.3562e+10   71   81 1.3568e+10 1.3541e+10  0.20%   5.8   90s
 92573 57125 1.3566e+10  106   55 1.3568e+10 1.3542e+10  0.19%   5.8   95s
 98471 60414 1.3561e+10   57   82 1.3568e+10 1.3542e+10  0.19%   5.9  100s
 105364 64041 1.3565e+10   52   82 1.3568e+10 1.3543e+10  0.18%   5.9  105s
 111315 67281 1.3556e+10   48   87 1.3568e+10 1.3543e+10  0.18%   5.9  110s
 117663 70696 1.3568e+10   76   66 1.3568e+10 1.3544e+10  0.18%   5.9  115s
 125256 74903 1.3565e+10   49   83 1.3568e+10 1.3544e+10  0.17%   5.9  120s
 131628 78357 1.3562e+10  111   56 1.3568e+10 1.3545e+10  0.17%   5.9  125s
 138539 82048 1.3562e+10   60   80 1.3568e+10 1.3545e+10  0.17%   5.9  130s
 145799 85846 1.3566e+10   75   74 1.3568e+10 1.3545e+10  0.17%   5.9  135s
H147247 85438                    1.356779e+10 1.3545e+10  0.16%   5.9  136s
 151492 87630 1.3559e+10   52   85 1.3568e+10 1.3546e+10  0.16%   5.9  140s
 157968 90914 1.3555e+10   49   93 1.3568e+10 1.3546e+10  0.16%   5.9  145s
 165074 94502 1.3567e+10   74   70 1.3568e+10 1.3546e+10  0.16%   5.9  150s
 172195 97937 1.3564e+10   47   69 1.3568e+10 1.3547e+10  0.16%   5.9  155s
 178679 101077 1.3554e+10   50  104 1.3568e+10 1.3547e+10  0.15%   5.9  160s
 185799 104579 1.3550e+10   42   88 1.3568e+10 1.3547e+10  0.15%   5.9  165s
 192071 107565 1.3553e+10   45   82 1.3568e+10 1.3548e+10  0.15%   5.9  170s
 198377 110637 1.3567e+10   46   73 1.3568e+10 1.3548e+10  0.15%   5.9  175s
 205324 114009 1.3563e+10   53   77 1.3568e+10 1.3548e+10  0.14%   5.9  180s
 212033 117239 1.3568e+10   61   78 1.3568e+10 1.3548e+10  0.14%   5.9  185s
 218850 120373 1.3562e+10   89   81 1.3568e+10 1.3549e+10  0.14%   5.9  190s
H220361 117424                    1.356754e+10 1.3549e+10  0.14%   5.9  191s
 223233 118741 1.3556e+10   48   83 1.3568e+10 1.3549e+10  0.14%   5.9  195s
 229601 121711 1.3563e+10   86   60 1.3568e+10 1.3549e+10  0.14%   5.9  200s
 236188 124706 1.3566e+10   58   63 1.3568e+10 1.3549e+10  0.13%   5.9  205s
 242277 127442 1.3566e+10   45   71 1.3568e+10 1.3549e+10  0.13%   5.9  210s
 248725 130268 1.3565e+10   76   57 1.3568e+10 1.3550e+10  0.13%   5.9  215s
 254971 132876 1.3557e+10   47   89 1.3568e+10 1.3550e+10  0.13%   6.0  220s
 261373 135817     cutoff   50      1.3568e+10 1.3550e+10  0.13%   6.0  225s
 268120 138755 1.3565e+10  110   65 1.3568e+10 1.3550e+10  0.13%   6.0  230s
 274405 141552 1.3562e+10   69   64 1.3568e+10 1.3550e+10  0.13%   6.0  235s
 281853 145048 1.3566e+10   48   89 1.3568e+10 1.3551e+10  0.12%   6.0  240s
 288152 147734     cutoff   60      1.3568e+10 1.3551e+10  0.12%   6.0  245s
 294929 150599 1.3554e+10   43   71 1.3568e+10 1.3551e+10  0.12%   6.0  250s
 301284 153155 1.3567e+10   94   65 1.3568e+10 1.3551e+10  0.12%   6.0  255s
 307649 155612     cutoff   82      1.3568e+10 1.3551e+10  0.12%   6.0  260s
 313984 158161 1.3566e+10   53   77 1.3568e+10 1.3551e+10  0.12%   6.0  265s
 320333 160681 1.3564e+10   98   66 1.3568e+10 1.3552e+10  0.12%   6.0  270s
 326281 163040 1.3567e+10   82   69 1.3568e+10 1.3552e+10  0.12%   6.0  275s
 332393 165217 1.3565e+10   95   70 1.3568e+10 1.3552e+10  0.12%   6.0  280s
